,timestamp,open,high,close,low,volume
0,1605702300,4.54,4.54,4.54,4.54,0
1,1605705300,4.6299,4.63,4.62,4.58,0
2,1605705600,4.5799,4.5799,4.5799,4.5799,0
3,1605706500,4.58,4.58,4.58,4.57,0
4,1605707400,4.5601,4.5601,4.5601,4.5601,0
5,1605707700,4.5699,4.57,4.57,4.5699,0
6,1605708000,4.5699,4.5699,4.5699,4.5699,0
7,1605708600,4.57,4.57,4.57,4.57,0
8,1605708900,4.57,4.57,4.57,4.57,0
9,1605709200,4.57,4.57,4.5699,4.5699,0
10,1605709500,4.56,4.56,4.56,4.56,0
11,1605709800,4.570000171661377,4.59499979019165,4.579999923706055,4.539999961853027,277311
12,1605710100,4.581699848175049,4.599999904632568,4.559999942779541,4.550000190734863,164733
13,1605710400,4.554200172424316,4.599999904632568,4.599999904632568,4.550000190734863,162492
14,1605710700,4.590000152587891,4.614999771118164,4.590000152587891,4.590000152587891,85035
15,1605711000,4.585000038146973,4.587299823760986,4.575300216674805,4.559999942779541,137816
16,1605711300,4.574999809265137,4.579899787902832,4.554999828338623,4.550000190734863,111082
17,1605711600,4.55620002746582,4.559999942779541,4.53000020980835,4.510000228881836,111181
18,1605711900,4.528900146484375,4.528900146484375,4.518899917602539,4.480000019073486,241828
19,1605712200,4.514999866485596,4.519999980926514,4.510000228881836,4.494999885559082,52613
20,1605712500,4.511199951171875,4.519999980926514,4.505000114440918,4.505000114440918,21076
21,1605712800,4.505000114440918,4.519999980926514,4.519999980926514,4.505000114440918,19762
22,1605713100,4.518899917602539,4.519999980926514,4.510000228881836,4.5,74205
23,1605713400,4.5,4.5,4.471199989318848,4.46999979019165,95404
24,1605713700,4.474999904632568,4.487299919128418,4.460000038146973,4.460000038146973,66840
25,1605714000,4.468900203704834,4.489999771118164,4.480000019073486,4.464000225067139,40498
26,1605714300,4.470200061798096,4.48859977722168,4.48859977722168,4.460000038146973,44453
27,1605714600,4.480000019073486,4.480000019073486,4.449999809265137,4.449999809265137,56812
28,1605714900,4.45989990234375,4.488900184631348,4.480000019073486,4.454999923706055,32109
29,1605715200,4.481599807739258,4.5,4.494999885559082,4.481599807739258,13637
30,1605715500,4.489999771118164,4.489999771118164,4.489999771118164,4.470399856567383,24582
31,1605715800,4.5,4.509200096130371,4.499899864196777,4.489999771118164,76224
32,1605716100,4.494999885559082,4.5,4.499899864196777,4.489999771118164,18069
33,1605716400,4.5,4.5,4.480000019073486,4.46999979019165,43889
34,1605716700,4.4741997718811035,4.482999801635742,4.460000038146973,4.460000038146973,55979
35,1605717000,4.46999979019165,4.489999771118164,4.485000133514404,4.460000038146973,140837
36,1605717300,4.485000133514404,4.489999771118164,4.484499931335449,4.474999904632568,75621
37,1605717600,4.488699913024902,4.494999885559082,4.480000019073486,4.480000019073486,80815
38,1605717900,4.480000019073486,4.485000133514404,4.480000019073486,4.480000019073486,6308
39,1605718200,4.480000019073486,4.480100154876709,4.449999809265137,4.449999809265137,92185
40,1605718500,4.456999778747559,4.489999771118164,4.489999771118164,4.449999809265137,68867
41,1605718800,4.485000133514404,4.489999771118164,4.46999979019165,4.465000152587891,58800
42,1605719100,4.46999979019165,4.489999771118164,4.485000133514404,4.46999979019165,49426
43,1605719400,4.489999771118164,4.489999771118164,4.474999904632568,4.474999904632568,13988
44,1605719700,4.474999904632568,4.489699840545654,4.485599994659424,4.463500022888184,62684
45,1605720000,4.480000019073486,4.5,4.494999885559082,4.480000019073486,10934
46,1605720300,4.5,4.505000114440918,4.493100166320801,4.485000133514404,69646
47,1605720600,4.494999885559082,4.5,4.489999771118164,4.489999771118164,25471
48,1605720900,4.485499858856201,4.5,4.489999771118164,4.485499858856201,89850
49,1605721200,4.489999771118164,4.5,4.494999885559082,4.489999771118164,17908
50,1605721500,4.494999885559082,4.5,4.4822998046875,4.480000019073486,34161
51,1605721800,4.485000133514404,4.489999771118164,4.485000133514404,4.474999904632568,26274
52,1605722100,4.4857001304626465,4.498899936676025,4.490099906921387,4.485000133514404,19546
53,1605722400,4.494999885559082,4.5,4.494999885559082,4.489999771118164,55566
54,1605722700,4.494999885559082,4.510000228881836,4.485000133514404,4.481100082397461,78510
55,1605723000,4.485000133514404,4.489999771118164,4.480000019073486,4.480000019073486,43526
56,1605723300,4.485000133514404,4.489999771118164,4.485000133514404,4.480000019073486,163682
57,1605723600,4.480000019073486,4.485000133514404,4.480100154876709,4.46999979019165,46637
58,1605723900,4.480000019073486,4.489999771118164,4.474999904632568,4.46999979019165,15449
59,1605724200,4.46999979019165,4.479000091552734,4.470099925994873,4.46999979019165,15651
60,1605724500,4.480000019073486,4.480000019073486,4.480000019073486,4.47130012512207,29276
61,1605724800,4.47189998626709,4.480000019073486,4.472300052642822,4.46999979019165,11404
62,1605725100,4.474999904632568,4.480000019073486,4.474999904632568,4.46999979019165,8553
63,1605725400,4.474999904632568,4.480000019073486,4.474999904632568,4.46999979019165,19143
64,1605725700,4.46999979019165,4.486599922180176,4.485000133514404,4.46999979019165,75467
65,1605726000,4.485000133514404,4.494999885559082,4.489999771118164,4.480000019073486,69601
66,1605726300,4.498799800872803,4.498799800872803,4.485899925231934,4.480000019073486,13382
67,1605726600,4.485000133514404,4.485000133514404,4.46999979019165,4.46999979019165,13111
68,1605726900,4.4745001792907715,4.480000019073486,4.46999979019165,4.46999979019165,7314
69,1605727200,4.470099925994873,4.480000019073486,4.449999809265137,4.449999809265137,112255
70,1605727500,4.460000038146973,4.460000038146973,4.449999809265137,4.449999809265137,19395
71,1605727800,4.454999923706055,4.460000038146973,4.449999809265137,4.449999809265137,26699
72,1605728100,4.454999923706055,4.460000038146973,4.454999923706055,4.449999809265137,64200
73,1605728400,4.449999809265137,4.460000038146973,4.458399772644043,4.449999809265137,7303
74,1605728700,4.452099800109863,4.458899974822998,4.449999809265137,4.440000057220459,159668
75,1605729000,4.449999809265137,4.460000038146973,4.458700180053711,4.449999809265137,64943
