,timestamp,open,high,close,low,volume
76,1605729300,4.449999809265137,4.454999923706055,4.441999912261963,4.440000057220459,28707
77,1605729600,4.445000171661377,4.445000171661377,4.440000057220459,4.430099964141846,50982
78,1605729900,4.440000057220459,4.445000171661377,4.433899879455566,4.429999828338623,76706
79,1605730200,4.440000057220459,4.449999809265137,4.445000171661377,4.434999942779541,16905
80,1605730500,4.445000171661377,4.445000171661377,4.429999828338623,4.429999828338623,26312
81,1605730800,4.429999828338623,4.440000057220459,4.434999942779541,4.429999828338623,37596
82,1605731100,4.438899993896484,4.438899993896484,4.42710018157959,4.420000076293945,48974
83,1605731400,4.425000190734863,4.429999828338623,4.409999847412109,4.409999847412109,111941
84,1605731700,4.419899940490723,4.419899940490723,4.380099773406982,4.364999771118164,235512
85,1605732000,4.380000114440918,4.389999866485596,4.364999771118164,4.364999771118164,181639
86,1605732300,4.360000133514404,4.379199981689453,4.360000133514404,4.340000152587891,203240
87,1605732600,4.364999771118164,4.369999885559082,4.360000133514404,4.340000152587891,264100
88,1605732900,4.364999771118164,4.368599891662598,4.34499979019165,4.335000038146973,449633
89,1605733200,4.35,4.35,4.35,4.35,68818
90,1605734100,4.35,4.36,4.36,4.35,0
91,1605734400,4.37,4.37,4.37,4.37,0
92,1605734700,4.37,4.38,4.38,4.37,0
93,1605735000,4.39,4.39,4.37,4.37,0
94,1605735900,4.4,4.4,4.4,4.4,0
95,1605737100,4.38,4.38,4.38,4.38,0
96,1605737400,4.38,4.38,4.38,4.38,0
97,1605737700,4.38,4.38,4.38,4.38,0
98,1605738600,4.3898,4.39,4.39,4.3898,0
99,1605738900,4.39,4.4,4.4,4.39,0
100,1605739200,4.39,4.4,4.39,4.39,0
101,1605739800,4.38,4.38,4.38,4.38,0
102,1605740700,4.38,4.4,4.4,4.38,0
103,1605741000,4.4,4.4,4.4,4.4,0
104,1605741300,4.4,4.42,4.42,4.4,0
105,1605741600,4.37,4.37,4.37,4.37,0
106,1605742500,4.38,4.38,4.38,4.38,0
107,1605743100,4.39,4.39,4.39,4.39,0
