,timestamp,low,close,open,volume,high
0,1574173800,22.360000610351562,22.729999542236328,22.579999923706055,10182600,23.25
1,1574260200,19.100000381469727,20.260000228881836,21.360000610351562,32221600,22.059999465942383
2,1574346600,19.610000610351562,20.520000457763672,20.079999923706055,8183100,21.100000381469727
3,1574433000,20.25,20.90999984741211,20.700000762939453,6020200,21.100000381469727
4,1574692200,21.010000228881836,21.09000015258789,21.110000610351562,9096000,21.770000457763672
5,1574778600,20.100000381469727,20.469999313354492,21.200000762939453,6903500,21.219999313354492
6,1574865000,20.1299991607666,20.5,20.5,5017700,20.729999542236328
7,1575037800,20.600000381469727,21.270000457763672,20.649999618530273,5108900,21.350000381469727
8,1575297000,21.110000610351562,21.399999618530273,21.489999771118164,6062000,21.709999084472656
9,1575383400,20.8700008392334,21.6299991607666,21.09000015258789,5424700,21.829999923706055
10,1575469800,21.649999618530273,22.780000686645508,21.850000381469727,11022100,22.979999542236328
11,1575556200,21.68000030517578,21.809999465942383,22.84000015258789,7460000,22.850000381469727
12,1575642600,21.75,22.450000762939453,21.860000610351562,5158400,22.510000228881836
13,1575901800,21.899999618530273,22.56999969482422,22.75,7573600,22.75
14,1575988200,22.31999969482422,23.229999542236328,22.489999771118164,8085800,23.579999923706055
15,1576074600,22.649999618530273,22.809999465942383,23.3799991607666,6351000,23.43000030517578
16,1576161000,22.3700008392334,22.989999771118164,22.84000015258789,5934300,23.110000610351562
17,1576247400,23.0,24.1200008392334,23.0,9374900,24.170000076293945
18,1576506600,22.040000915527344,22.8799991607666,25.510000228881836,59820400,26.1200008392334
19,1576593000,20.760000228881836,21.34000015258789,21.81999969482422,25373200,22.09000015258789
20,1576679400,20.81999969482422,20.829999923706055,21.360000610351562,10840200,21.829999923706055
21,1576765800,20.0,21.229999542236328,20.149999618530273,12467400,21.469999313354492
22,1576852200,20.81999969482422,20.989999771118164,21.260000228881836,7909000,21.59000015258789
23,1577111400,20.969999313354492,21.219999313354492,21.18000030517578,5336000,21.530000686645508
24,1577197800,21.010000228881836,21.389999389648438,21.079999923706055,2997300,21.469999313354492
25,1577370600,21.209999084472656,21.719999313354492,21.350000381469727,5403400,22.209999084472656
26,1577457000,21.229999542236328,21.549999237060547,21.850000381469727,4105000,21.950000762939453
27,1577716200,20.950000762939453,21.030000686645508,21.5,5072100,21.530000686645508
28,1577802600,20.780000686645508,21.440000534057617,20.84000015258789,5561500,21.670000076293945
29,1577975400,20.90999984741211,21.530000686645508,21.799999237060547,6701400,21.84000015258789
30,1578061800,20.700000762939453,20.950000762939453,21.079999923706055,6953600,21.239999771118164
31,1578321000,20.43000030517578,21.229999542236328,20.520000457763672,6244300,21.25
32,1578407400,20.059999465942383,20.079999923706055,21.170000076293945,10060800,21.40999984741211
33,1578493800,18.610000610351562,19.459999084472656,19.809999465942383,19287700,19.8799991607666
34,1578580200,19.43000030517578,19.989999771118164,19.6200008392334,8986700,20.389999389648438
35,1578666600,18.920000076293945,18.950000762939453,19.75,7389900,19.93000030517578
36,1578925800,19.56999969482422,19.75,19.959999084472656,16512100,20.920000076293945
37,1579012200,18.889999389648438,19.31999969482422,19.739999771118164,8509100,19.81999969482422
38,1579098600,19.170000076293945,19.399999618530273,19.329999923706055,7209700,19.719999313354492
39,1579185000,19.530000686645508,20.059999465942383,19.540000915527344,9425300,20.260000228881836
40,1579271400,19.739999771118164,19.90999984741211,20.079999923706055,5531700,20.209999084472656
41,1579617000,19.979999542236328,21.06999969482422,20.0,12902100,21.81999969482422
42,1579703400,20.739999771118164,20.81999969482422,21.079999923706055,6567200,21.540000915527344
43,1579789800,20.34000015258789,20.760000228881836,20.760000228881836,4414100,20.829999923706055
44,1579876200,20.020000457763672,20.219999313354492,20.770000457763672,4626200,20.799999237060547
45,1580135400,18.68000030517578,19.65999984741211,18.799999237060547,6429000,19.889999389648438
46,1580221800,19.65999984741211,20.260000228881836,19.709999084472656,4233500,20.40999984741211
47,1580308200,19.260000228881836,19.309999465942383,20.059999465942383,7587100,20.149999618530273
48,1580394600,18.90999984741211,19.040000915527344,19.309999465942383,4738500,19.510000228881836
49,1580481000,18.280000686645508,18.549999237060547,19.049999237060547,7091300,19.100000381469727
50,1580740200,18.25,18.389999389648438,18.6200008392334,5409900,18.829999923706055
51,1580826600,18.540000915527344,18.829999923706055,18.610000610351562,5388000,19.110000610351562
52,1580913000,18.68000030517578,18.719999313354492,19.0,3896800,19.219999313354492
53,1580999400,18.450000762939453,18.510000228881836,18.860000610351562,4893000,18.8799991607666
54,1581085800,17.559999465942383,17.65999984741211,18.5,9999800,18.549999237060547
55,1581345000,17.170000076293945,17.920000076293945,17.760000228881836,6914200,18.06999969482422
56,1581431400,17.690000534057617,17.899999618530273,18.049999237060547,4384600,18.15999984741211
57,1581517800,18.010000228881836,18.18000030517578,18.079999923706055,6135300,18.43000030517578
58,1581604200,17.6299991607666,17.690000534057617,18.0,3357400,18.170000076293945
59,1581690600,17.510000228881836,17.6200008392334,17.75,3486400,17.889999389648438
60,1582036200,17.799999237060547,18.190000534057617,18.1299991607666,6293200,18.299999237060547
61,1582122600,17.90999984741211,18.100000381469727,18.34000015258789,3537000,18.350000381469727
62,1582209000,17.600000381469727,17.8700008392334,18.049999237060547,4072700,18.15999984741211
63,1582295400,17.3799991607666,17.93000030517578,17.90999984741211,5647800,18.0
64,1582554600,16.799999237060547,17.579999923706055,17.350000381469727,6899400,17.709999084472656
65,1582641000,17.18000030517578,17.5,17.84000015258789,7692600,18.0
66,1582727400,15.5,16.270000457763672,16.899999618530273,20362900,17.450000762939453
67,1582813800,14.630000114440918,14.670000076293945,15.010000228881836,15524200,15.619999885559082
68,1582900200,13.670000076293945,14.670000076293945,13.710000038146973,12272800,14.729999542236328
69,1583159400,14.930000305175781,16.100000381469727,15.359999656677246,10748000,16.299999237060547
70,1583245800,15.369999885559082,15.539999961853027,16.18000030517578,7783200,16.469999313354492
